Chicago Bulls,31,41,110.7,Patrick Williams,PF,6-7,215,August 26 2001,27.9,.483,.391,.515,.728,4.6,1.4,0.9,0.6,1.4,1.8,9.2,Coby White,PG,6-5,195,February 16 2000,31.2,.416,.359,.473,.901,4.1,4.8,0.6,0.2,2.3,2.6,15.1,Thaddeus Young,PF,6-8,235,June 21 1988,24.3,.559,.267,.580,.628,6.2,4.3,1.1,0.6,2.0,2.2,12.1,Denzel Valentine,SG,6-4,220,November 16 1993,16.7,.373,.331,.431,.941,3.2,1.7,0.5,0.1,0.7,1.1,6.5,Zach LaVine,SG,6-5,200,March 10 1995,35.1,.507,.419,.571,.849,5.0,4.9,0.8,0.5,3.5,2.4,27.4,Tomáš Satoranský,SG,6-7,210,October 30 1991,22.5,.514,.356,.602,.848,2.4,4.7,0.7,0.2,1.7,1.5,7.7,Garrett Temple,SG,6-5,195,May 8 1986,27.3,.415,.335,.503,.800,2.9,2.2,0.8,0.5,1.0,2.3,7.6,Lauri Markkanen,PF,7-0,240,May 22 1997,25.8,.480,.402,.582,.826,5.3,0.9,0.5,0.3,1.0,1.5,13.6,Ryan Arcidiacono,PG,6-3,195,March 26 1994,10.2,.419,.373,.480,.650,1.5,1.3,0.2,0.0,0.2,1.1,3.1,Nikola Vučević,C,6-11,260,October 24 1990,33.5,.477,.400,.513,.840,11.7,3.8,0.9,0.7,1.8,2.0,23.4,Daniel Theis,C,6-8,245,April 4 1992,24.6,.541,.322,.646,.673,5.5,1.7,0.6,0.9,1.0,2.6,9.6,Cristiano Felício,C,6-11,270,July 7 1992,4.7,.538,.000,.636,.563,1.4,0.5,0.2,0.0,0.2,0.6,1.3,Javonte Green,PG,6-4,205,July 23 1993,11.5,.520,.333,.597,.750,1.7,0.4,0.7,0.1,0.5,1.1,3.6,Adam Mokoka,SG,6-4,190,July 18 1998,4.0,.368,.100,.667,.000,0.4,0.4,0.1,0.1,0.4,0.4,1.1,Troy Brown Jr.,SF,6-6,215,July 28 1999,15.4,.431,.314,.541,.714,3.1,0.9,0.3,0.2,0.6,1.4,4.7,Devon Dotson,PG,6-2,185,August 2 1999,4.5,.524,.143,.714,,0.5,0.6,0.4,0.0,0.0,0.3,2.1,Al-Farouq Aminu,PF,6-8,220,September 21 1990,18.9,.384,.216,.484,.818,4.8,1.3,0.8,0.4,1.2,1.3,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto Raptors,27,45,111.3,Stanley Johnson,PF,6-6,242,May 29 1996,16.5,.382,.328,.458,.800,2.5,1.5,0.9,0.3,0.9,1.9,4.4,Chris Boucher,C,6-9,200,January 11 1993,24.2,.514,.383,.609,.788,6.7,1.1,0.6,1.9,0.8,2.8,13.6,Pascal Siakam,PF,6-9,230,April 2 1994,35.8,.455,.297,.509,.827,7.2,4.5,1.1,0.7,2.3,3.1,21.4,Aron Baynes,C,6-10,260,December 9 1986,18.5,.441,.262,.532,.707,5.2,0.9,0.3,0.4,0.9,2.2,6.1,Fred VanVleet,SG,6-1,197,February 25 1994,36.5,.389,.366,.416,.885,4.2,6.3,1.7,0.7,1.8,2.3,19.6,DeAndre' Bembry,SF,6-5,210,July 4 1994,19.1,.513,.264,.589,.682,2.9,2.1,1.0,0.4,1.4,1.7,5.7,Yuta Watanabe,SF,6-9,215,October 13 1994,14.5,.439,.400,.478,.828,3.2,0.8,0.5,0.4,0.4,1.1,4.4,Malachi Flynn,PG,6-1,175,May 10 1998,19.7,.374,.321,.424,.804,2.5,2.9,0.8,0.1,0.9,1.4,7.5,Kyle Lowry,PG,6-0,196,March 25 1986,34.8,.436,.396,.487,.875,5.4,7.3,1.0,0.3,2.7,3.1,17.2,OG Anunoby,SF,6-7,232,July 17 1997,33.3,.480,.398,.562,.784,5.5,2.2,1.5,0.7,1.7,2.7,15.9,Paul Watson,SF,6-6,210,December 30 1994,11.0,.463,.469,.444,.625,1.7,0.6,0.2,0.1,0.3,1.3,4.1,Freddie Gillespie,PF,6-9,245,June 14 1997,19.6,.524,,.524,.697,4.9,0.5,0.7,1.0,0.6,2.2,5.6,Khem Birch,C,6-9,233,September 28 1992,22.8,.497,.250,.537,.705,5.8,1.3,0.7,0.7,0.7,1.7,7.2,Gary Trent Jr.,SG,6-5,209,January 18 1999,31.1,.408,.385,.435,.783,2.6,1.4,1.0,0.2,0.7,1.6,15.3,Rodney Hood,SF,6-8,208,October 20 1992,17.1,.362,.301,.408,.857,1.9,1.0,0.4,0.1,0.7,1.3,4.5,Jalen Harris,SG,6-5,195,August 14 1998,13.2,.500,.472,.528,.778,1.4,1.3,0.6,0.0,1.1,1.2,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland Cavaliers,22,50,103.8,Isaac Okoro,SG,6-5,225,January 26 2001,32.4,.420,.290,.501,.726,3.1,1.9,0.9,0.4,1.3,2.8,9.6,Dean Wade,PF,6-9,228,November 20 1996,19.2,.431,.366,.571,.769,3.4,1.2,0.6,0.3,0.5,1.2,6.0,Collin Sexton,SG,6-1,190,January 4 1999,35.3,.475,.371,.508,.815,3.1,4.4,1.0,0.2,2.8,2.6,24.3,Cedi Osman,SF,6-7,230,April 8 1995,25.6,.374,.306,.458,.800,3.4,2.9,0.9,0.2,1.4,2.0,10.4,Darius Garland,PG,6-1,192,January 26 2000,33.1,.451,.395,.479,.848,2.4,6.1,1.2,0.1,3.0,2.0,17.4,Jarrett Allen,C,6-11,243,April 21 1998,29.6,.618,.316,.631,.703,10.0,1.7,0.5,1.4,1.6,1.5,12.8,Damyean Dotson,SG,6-5,210,May 6 1994,19.7,.406,.289,.545,.667,2.0,2.0,0.3,0.1,0.9,0.9,6.7,Lamar Stevens,PF,6-6,230,July 9 1997,12.5,.456,.160,.523,.725,2.4,0.6,0.4,0.3,0.6,1.3,4.1,Larry Nance Jr.,PF,6-7,245,January 1 1993,31.2,.471,.360,.551,.612,6.7,3.1,1.7,0.5,1.6,2.1,9.3,Dylan Windler,SF,6-6,196,September 22 1996,16.5,.438,.338,.585,.778,3.5,1.1,0.6,0.4,1.0,1.2,5.2,Taurean Prince,PF,6-7,218,March 22 1994,22.1,.401,.400,.401,.855,3.5,1.9,0.7,0.6,1.1,1.8,9.5,Brodric Thomas,SG,6-5,185,January 28 1997,12.5,.361,.271,.469,.674,1.7,0.9,0.5,0.3,0.7,1.3,3.9,Kevin Love,PF,6-8,251,September 7 1988,24.9,.409,.365,.479,.824,7.4,2.5,0.6,0.1,1.5,1.0,12.2,Isaiah Hartenstein,C,7-0,250,May 5 1998,12.2,.550,.333,.558,.648,3.9,1.2,0.4,0.8,1.0,2.3,5.1,Matthew Dellavedova,PG,6-3,200,September 8 1990,17.2,.250,.160,.323,1.000,1.8,4.5,0.3,0.1,0.5,1.6,2.8,Jeremiah Martin,PG,6-3,185,June 19 1996,8.3,.273,.250,.286,.200,0.8,0.4,0.6,0.2,0.7,0.1,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlando Magic,21,51,104.0,Dwayne Bacon,SG,6-6,221,August 30 1995,25.7,.402,.285,.449,.824,3.1,1.3,0.6,0.1,0.6,1.4,10.9,Cole Anthony,PG,6-2,185,May 15 2000,27.1,.397,.337,.424,.832,4.7,4.1,0.6,0.4,2.3,2.1,12.9,Terrence Ross,SG,6-6,206,February 5 1991,29.3,.412,.337,.469,.870,3.4,2.3,1.0,0.5,1.6,1.9,15.6,Mo Bamba,C,7-0,231,May 12 1998,15.8,.472,.322,.568,.682,5.8,0.8,0.3,1.3,0.8,1.9,8.0,Chuma Okeke,PF,6-6,229,August 18 1998,25.2,.417,.348,.470,.750,4.0,2.2,1.1,0.5,0.8,1.1,7.8,James Ennis,SF,6-6,215,July 1 1990,24.0,.473,.433,.504,.805,4.0,1.5,0.8,0.2,0.9,2.0,8.4,Chasson Randle,PG,6-2,185,February 5 1993,20.4,.388,.338,.449,.792,2.0,1.8,0.5,0.1,1.1,1.6,6.5,Michael Carter-Williams,SG,6-5,190,October 10 1991,25.8,.389,.246,.431,.613,4.5,4.2,0.8,0.5,2.2,2.6,8.8,R.J. Hampton,SG,6-4,175,February 7 2001,17.4,.435,.310,.482,.671,3.5,1.7,0.4,0.2,1.0,1.2,6.9,Wendell Carter Jr.,C,6-10,270,April 16 1999,25.5,.503,.294,.530,.732,8.2,1.9,0.6,0.8,1.4,2.7,11.2,Gary Harris,SG,6-4,210,September 14 1994,27.7,.400,.340,.441,.821,2.0,2.0,0.7,0.3,0.9,1.8,9.9,Moritz Wagner,C,6-11,245,April 26 1997,16.0,.454,.341,.529,.816,3.2,1.1,0.6,0.4,1.0,2.4,6.9,Markelle Fultz,PG,6-3,209,May 29 1998,26.9,.394,.250,.420,.895,3.1,5.4,1.0,0.3,2.3,2.3,12.9,Ignas Brazdeikis,SF,6-6,221,January 8 1999,19.2,.422,.393,.436,.714,3.5,1.3,0.3,0.2,0.9,1.7,7.0,Sindarius Thornwell,SG,6-4,215,November 15 1994,10.3,.326,.304,.348,.500,0.9,1.0,0.6,0.1,0.3,0.7,2.0,Otto Porter,PF,6-8,198,June 3 1993,21.6,.432,.375,.480,.857,5.4,2.0,0.6,0.1,0.9,1.5,9.7,Jonathan Isaac,PF,6-11,230,October 3 1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detroit Pistons,20,52,106.6,Saddiq Bey,SF,6-7,215,April 9 1999,27.3,.404,.380,.450,.844,4.5,1.4,0.7,0.2,0.9,1.6,12.2,Isaiah Stewart,C,6-8,250,May 22 2001,21.4,.553,.333,.592,.696,6.7,0.9,0.6,1.3,1.0,2.7,7.9,Josh Jackson,SG,6-8,207,February 10 1997,25.2,.419,.300,.487,.729,4.1,2.3,0.9,0.8,2.3,2.9,13.4,Mason Plumlee,C,6-11,254,March 5 1990,26.8,.614,.000,.626,.669,9.3,3.6,0.8,0.9,1.9,3.3,10.4,Sekou Doumbouya,PF,6-8,230,December 23 2000,15.5,.379,.226,.485,.703,2.6,0.8,0.4,0.2,0.8,1.7,5.1,Jerami Grant,SF,6-8,210,March 12 1994,33.9,.429,.350,.473,.845,4.6,2.8,0.6,1.1,2.0,2.3,22.3,Saben Lee,PG,6-2,183,June 23 1999,16.3,.471,.348,.487,.685,2.0,3.6,0.7,0.3,1.1,1.6,5.6,Wayne Ellington,SG,6-4,207,November 29 1987,22.0,.441,.422,.524,.800,1.8,1.5,0.4,0.2,0.7,1.3,9.6,Frank Jackson,PG,6-3,205,May 4 1998,18.5,.457,.407,.510,.813,2.2,0.9,0.4,0.0,0.9,1.3,9.8,Jahlil Okafor,C,6-10,270,December 15 1995,12.9,.618,.222,.656,.708,2.4,0.5,0.2,0.2,0.8,1.4,5.4,Killian Hayes,PG,6-5,195,July 27 2001,25.8,.353,.278,.395,.824,2.7,5.3,1.0,0.4,3.2,2.2,6.8,Hamidou Diallo,SF,6-5,202,July 31 1998,23.6,.477,.341,.505,.640,5.2,1.9,0.8,0.5,1.5,2.6,11.6,Dennis Smith Jr.,PG,6-2,205,November 25 1997,18.3,.400,.328,.448,.731,2.4,3.3,1.0,0.6,1.1,1.6,6.7,Deividas Sirvydis,SG,6-8,190,June 10 2000,6.7,.350,.357,.333,.500,1.5,0.3,0.1,0.0,0.3,0.5,2.1,Cory Joseph,PG,6-3,200,August 20 1991,23.0,.469,.341,.527,.818,2.5,3.4,1.0,0.3,1.3,2.2,8.2,Rodney McGruder,SG,6-4,205,July 29 1991,12.1,.529,.458,.565,.750,1.4,1.0,0.5,0.1,0.4,0.8,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Jazz,52,20,116.4,Bojan Bogdanović,SF,6-7,226,April 18 1989,30.8,.439,.390,.487,.879,3.9,1.9,0.6,0.1,1.8,1.6,17.0,Georges Niang,PF,6-7,230,June 17 1993,16.0,.437,.425,.469,.957,2.4,0.8,0.3,0.1,0.7,1.6,6.9,Rudy Gobert,C,7-1,258,June 26 1992,30.8,<strong>.675</strong>,.000,<strong>.680</strong>,.623,13.5,1.3,0.6,2.7,1.7,2.3,14.3,Royce O'Neale,SF,6-4,226,June 5 1993,31.6,.444,.385,.586,.848,6.8,2.5,0.8,0.5,1.2,2.6,7.0,Jordan Clarkson,SG,6-4,194,June 7 1992,26.7,.425,.347,.523,.896,4.0,2.5,0.9,0.1,1.7,1.6,18.4,Derrick Favors,C,6-9,265,July 15 1991,15.3,.638,.000,.643,.738,5.5,0.6,0.5,1.0,0.5,2.1,5.4,Joe Ingles,SF,6-8,220,October 2 1987,27.9,.489,.451,.590,.844,3.6,4.7,0.7,0.2,1.7,1.8,12.1,Miye Oni,SG,6-5,206,August 4 1997,9.6,.354,.341,.455,.833,1.6,0.5,0.2,0.1,0.3,1.1,1.9,Donovan Mitchell,PG,6-1,215,September 7 1996,33.4,.438,.386,.476,.845,4.4,5.2,1.0,0.3,2.8,2.2,26.4,Mike Conley,PG,6-1,175,October 11 1987,29.4,.444,.412,.479,.852,3.5,6.0,1.4,0.2,1.9,1.9,16.2,Trent Forrest,PG,6-4,210,June 12 1998,10.1,.451,.192,.600,1.000,1.5,1.5,0.3,0.1,0.7,0.7,2.9,Juwan Morgan,PF,6-7,232,April 17 1997,5.1,.467,.308,.588,.429,1.0,0.3,0.1,0.0,0.1,0.7,1.2,Jarrell Brantley,PF,6-5,250,June 7 1996,4.9,.481,.429,.542,1.000,1.0,0.5,0.3,0.1,0.3,0.6,2.3,Matt Thomas,SG,6-4,190,August 4 1994,7.2,.394,.338,.489,.857,1.0,0.4,0.1,0.0,0.3,0.4,3.1,Elijah Hughes,SF,6-5,215,March 10 1998,3.6,.333,.348,.286,.750,0.5,0.3,0.1,0.1,0.3,0.1,1.7,Ersan İlyasova,PF,6-9,235,May 15 1987,8.7,.389,.439,.231,1.000,1.7,0.2,0.6,0.2,0.5,1.7,3.8,Udoka Azubuike,C,6-10,280,September 17 1999,3.8,.444,,.444,.800,0.9,0.0,0.1,0.3,0.2,0.6,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Suns,51,21,115.3,Mikal Bridges,SF,6-6,209,August 30 1996,32.6,.543,.425,.647,.840,4.3,2.1,1.1,0.9,0.8,1.6,13.5,Chris Paul,PG,6-0,175,May 6 1985,31.4,.499,.395,.543,<strong>.934</strong>,4.5,8.9,1.4,0.3,2.2,2.4,16.4,Deandre Ayton,C,6-11,250,July 23 1998,30.7,.626,.200,.639,.769,10.5,1.4,0.6,1.2,1.5,2.8,14.4,Devin Booker,SG,6-5,206,October 30 1996,33.9,.484,.340,.543,.867,4.2,4.3,0.8,0.2,3.1,2.7,25.6,Jae Crowder,PF,6-6,235,July 6 1990,27.5,.404,.389,.455,.760,4.7,2.1,0.8,0.5,0.9,2.1,10.1,Cameron Johnson,PF,6-8,210,March 3 1996,24.0,.420,.349,.581,.847,3.3,1.4,0.6,0.3,0.7,1.4,9.6,Cameron Payne,PG,6-1,183,August 8 1994,18.0,.484,.440,.515,.893,2.4,3.6,0.6,0.3,1.0,1.6,8.4,Jevon Carter,PG,6-1,200,September 14 1995,12.0,.422,.371,.528,.571,1.5,1.2,0.5,0.2,0.3,0.9,4.1,Dario Šarić,C,6-10,225,April 8 1994,17.4,.447,.348,.512,.848,3.8,1.3,0.6,0.1,1.1,1.9,8.7,Frank Kaminsky,C,7-0,240,April 4 1993,15.2,.471,.365,.523,.617,4.0,1.7,0.3,0.4,0.5,1.5,6.6,Langston Galloway,SG,6-1,200,December 9 1991,11.0,.449,.424,.484,.957,1.1,0.7,0.2,0.0,0.3,0.6,4.8,Torrey Craig,SF,6-7,221,December 19 1990,16.1,.480,.368,.579,.773,3.9,1.0,0.6,0.5,0.5,1.7,5.5,E'Twaun Moore,SG,6-3,191,February 25 1989,14.4,.455,.314,.512,.857,1.7,1.5,0.6,0.2,0.9,1.2,4.9,Jalen Smith,PF,6-10,215,March 16 2000,5.8,.440,.235,.545,.714,1.4,0.1,0.0,0.2,0.3,0.6,2.0,Abdel Nader,SF,6-5,225,September 25 1993,14.8,.491,.419,.534,.757,2.6,0.8,0.4,0.4,0.8,1.4,6.7,Ty-Shon Alexander,SG,6-3,195,July 16 1998,3.1,.250,.222,.333,.500,0.7,0.4,0.0,0.1,0.2,0.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Nuggets,47,25,115.1,Nikola Jokić,C,6-11,284,February 19 1995,34.6,.566,.388,.606,.868,10.8,8.3,1.3,0.7,3.1,2.7,26.4,Facundo Campazzo,PG,5-10,195,March 23 1991,21.9,.381,.352,.444,.879,2.1,3.6,1.2,0.2,1.1,2.0,6.1,Michael Porter Jr.,SF,6-10,218,June 29 1998,31.3,.542,.445,.628,.791,7.3,1.1,0.7,0.9,1.3,2.1,19.0,JaMychal Green,PF,6-8,227,June 21 1990,19.3,.463,.399,.534,.807,4.8,0.9,0.4,0.4,0.9,2.5,8.1,Will Barton,SF,6-6,181,January 6 1991,31.0,.426,.381,.459,.785,4.0,3.2,0.9,0.4,1.7,1.7,12.7,Paul Millsap,PF,6-7,257,February 10 1985,20.8,.476,.343,.550,.724,4.7,1.8,0.9,0.6,0.9,2.0,9.0,PJ Dozier,SG,6-6,205,October 25 1996,21.8,.417,.315,.490,.636,3.6,1.8,0.6,0.4,0.9,1.7,7.7,Jamal Murray,PG,6-3,215,February 23 1997,35.5,.477,.408,.523,.869,4.0,4.8,1.3,0.3,2.3,2.0,21.2,Monte Morris,PG,6-2,183,June 27 1995,25.4,.481,.381,.534,.795,2.0,3.2,0.7,0.3,0.7,1.0,10.2,Zeke Nnaji,PF,6-9,240,January 9 2001,9.5,.481,.407,.578,.800,1.5,0.2,0.2,0.1,0.2,0.7,3.2,Vlatko Čančar,PF,6-8,236,April 10 1997,6.9,.458,.273,.615,.769,1.2,0.3,0.3,0.0,0.3,0.4,2.1,Markus Howard,SG,5-10,175,March 3 1999,5.5,.377,.277,.537,.778,0.6,0.5,0.1,0.0,0.5,0.6,2.8,Bol Bol,PF,7-2,220,November 16 1999,5.0,.431,.375,.471,.667,0.8,0.2,0.1,0.3,0.4,0.4,2.2,Aaron Gordon,PF,6-8,235,September 16 1995,27.7,.463,.335,.533,.651,5.7,3.2,0.7,0.7,1.9,1.8,12.4,Shaquille Harrison,SG,6-7,190,October 6 1993,9.8,.333,.188,.371,.818,1.4,0.7,0.5,0.1,0.3,1.0,2.1,Austin Rivers,SG,6-4,200,August 1 1992,23.5,.424,.369,.510,.710,2.3,2.3,0.8,0.1,1.0,1.8,7.9,JaVale McGee,C,7-0,270,January 19 1988,14.7,.511,.208,.539,.657,5.2,0.8,0.4,1.2,1.3,2.6,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Clippers,47,25,114.0,Ivica Zubac,C,7-0,240,March 18 1997,22.3,.652,.250,.656,.789,7.2,1.3,0.3,0.9,1.1,2.6,9.0,Reggie Jackson,SG,6-2,208,April 16 1990,23.0,.450,.433,.465,.817,2.9,3.1,0.6,0.1,1.1,1.9,10.7,Nicolas Batum,SF,6-8,230,December 14 1988,27.4,.464,.404,.579,.828,4.7,2.2,1.0,0.6,0.8,1.5,8.1,Terance Mann,SG,6-5,215,October 18 1996,18.9,.509,.418,.541,.830,3.6,1.6,0.4,0.2,0.6,1.9,7.0,Luke Kennard,SG,6-5,206,June 24 1996,19.6,.476,.446,.511,.839,2.6,1.7,0.4,0.1,0.8,1.4,8.3,Marcus Morris,PF,6-8,218,September 2 1989,26.4,.473,.473,.472,.820,4.1,1.0,0.6,0.3,1.0,2.1,13.4,Paul George,SF,6-8,220,May 2 1990,33.7,.467,.411,.510,.868,6.6,5.2,1.1,0.4,3.3,2.4,23.3,Kawhi Leonard,SF,6-7,225,June 29 1991,34.1,.512,.398,.557,.885,6.5,5.2,1.6,0.4,2.0,1.6,24.8,Amir Coffey,SG,6-7,210,June 17 1997,9.0,.437,.411,.468,.711,1.0,0.5,0.2,0.0,0.3,0.7,3.2,Serge Ibaka,C,6-10,235,September 18 1989,23.3,.510,.339,.588,.811,6.7,1.8,0.2,1.1,1.1,1.9,11.1,Patrick Patterson,PF,6-8,235,March 14 1989,15.3,.436,.357,.604,.765,2.0,0.8,0.4,0.2,0.3,1.2,5.2,Patrick Beverley,PG,6-1,180,July 12 1988,22.5,.423,.397,.468,.800,3.2,2.1,0.8,0.8,0.9,2.9,7.5,Daniel Oturu,C,6-8,240,September 20 1999,5.4,.423,.200,.447,.750,1.6,0.3,0.1,0.2,0.3,0.8,1.8,Rajon Rondo,PG,6-1,180,February 22 1986,17.1,.442,.404,.468,.941,2.4,4.4,0.8,0.1,1.8,1.2,5.4,DeMarcus Cousins,C,6-10,270,August 13 1990,17.4,.426,.348,.488,.728,6.4,1.9,0.8,0.6,1.6,2.6,8.9,Yogi Ferrell,PG,6-0,178,May 9 1993,13.6,.351,.321,.379,.778,1.9,2.2,0.7,0.3,0.3,1.1,5.6,Jay Scrubb,SG,6-5,220,September 1 2000,21.0,.389,.222,.444,1.000,3.5,0.3,1.0,0.0,1.8,1.3,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Mavericks,42,30,112.4,Tim Hardaway Jr.,SG,6-5,205,March 16 1992,28.4,.447,.391,.524,.816,3.3,1.8,0.4,0.2,0.9,1.6,16.6,Jalen Brunson,PG,6-1,190,August 31 1996,25.0,.523,.405,.578,.795,3.4,3.5,0.5,0.0,1.2,1.6,12.6,Luka Dončić,PG,6-7,230,February 28 1999,34.3,.479,.350,.567,.730,8.0,8.6,1.0,0.5,4.3,2.3,27.7,Trey Burke,PG,6-0,185,November 12 1992,14.7,.428,.354,.492,.895,0.9,1.3,0.6,0.1,0.5,1.0,6.6,Dorian Finney-Smith,PF,6-7,220,May 4 1993,32.0,.472,.394,.616,.756,5.4,1.7,0.9,0.4,0.8,2.3,9.8,Josh Richardson,SG,6-5,200,September 15 1993,30.3,.427,.330,.501,.917,3.3,2.6,1.0,0.4,1.3,2.2,12.1,Dwight Powell,C,6-10,240,July 20 1991,16.7,.619,.238,.665,.782,4.0,1.1,0.6,0.5,0.7,2.3,5.9,Willie Cauley-Stein,C,7-0,240,August 18 1993,17.1,.632,.091,.667,.628,4.5,0.7,0.4,0.8,0.5,2.4,5.3,Maxi Kleber,PF,6-10,240,January 29 1992,26.8,.422,.410,.460,.919,5.2,1.4,0.5,0.7,0.6,2.1,7.1,Kristaps Porziņģis,C,7-3,240,August 2 1995,30.9,.476,.376,.536,.855,8.9,1.6,0.5,1.3,1.2,2.7,20.1,Josh Green,SG,6-5,200,November 16 2000,11.4,.452,.160,.559,.565,2.0,0.7,0.4,0.1,0.4,0.9,2.6,Boban Marjanović,C,7-4,290,August 15 1988,8.2,.508,.125,.535,.816,3.9,0.3,0.1,0.2,0.4,0.9,4.7,Nicolò Melli,PF,6-9,236,January 26 1991,12.6,.326,.271,.411,.760,2.7,1.0,0.3,0.1,0.3,1.3,3.0,Nate Hinton,SG,6-5,210,June 8 1999,4.4,.357,.211,.478,.700,0.4,0.4,0.3,0.1,0.2,0.4,2.0,Tyler Bey,SF,6-7,215,February 10 1998,3.9,.318,.250,.333,.600,1.1,0.2,0.0,0.1,0.2,0.3,1.0,J.J. Redick,SG,6-3,200,June 24 1984,16.4,.397,.371,.449,.942,1.5,1.2,0.3,0.1,0.8,1.1,7.4,Tyrell Terry,PG,6-2,160,September 28 2000,5.1,.313,.000,.556,.333,0.5,0.5,0.5,0.0,0.2,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
